[Arguments] => mode: train, epoches: 10, batch: 8, load: None, save: first
Train[02/10]: 025/512, [==>                                               ],   4.88%, loss=0.6970, total=18.9541
Train[02/10]: 026/512, [==>                                               ],   5.08%, loss=0.7253, total=19.6795
Train[02/10]: 027/512, [==>                                               ],   5.27%, loss=0.7109, total=20.3904
Train[02/10]: 028/512, [==>                                               ],   5.47%, loss=0.6184, total=21.0088
Train[02/10]: 029/512, [==>                                               ],   5.66%, loss=0.6281, total=21.6369
Train[02/10]: 030/512, [==>                                               ],   5.86%, loss=0.6578, total=22.2947
Train[02/10]: 031/512, [===>                                              ],   6.05%, loss=0.7726, total=23.0673
Train[02/10]: 032/512, [===>                                              ],   6.25%, loss=0.6647, total=23.7320
Train[02/10]: 033/512, [===>                                              ],   6.45%, loss=0.6081, total=24.3401
Train[02/10]: 034/512, [===>                                              ],   6.64%, loss=0.7393, total=25.0794
Train[02/10]: 035/512, [===>                                              ],   6.84%, loss=0.5752, total=25.6547
Train[02/10]: 036/512, [===>                                              ],   7.03%, loss=0.7338, total=26.3884
Train[02/10]: 037/512, [===>                                              ],   7.23%, loss=0.6765, total=27.0649
Train[02/10]: 038/512, [===>                                              ],   7.42%, loss=0.6679, total=27.7328
Train[02/10]: 039/512, [===>                                              ],   7.62%, loss=0.5672, total=28.3000
Train[02/10]: 040/512, [===>                                              ],   7.81%, loss=0.4965, total=28.7965
Train[02/10]: 041/512, [====>                                             ],   8.01%, loss=0.4608, total=29.2573
Train[02/10]: 042/512, [====>                                             ],   8.20%, loss=0.5036, total=29.7609
Train[02/10]: 043/512, [====>                                             ],   8.40%, loss=0.7025, total=30.4634
Train[02/10]: 044/512, [====>                                             ],   8.59%, loss=0.5501, total=31.0135
Train[02/10]: 045/512, [====>                                             ],   8.79%, loss=0.5895, total=31.6030
Train[02/10]: 046/512, [====>                                             ],   8.98%, loss=0.6358, total=32.2388
Train[02/10]: 047/512, [====>                                             ],   9.18%, loss=0.6383, total=32.8771
Train[02/10]: 048/512, [====>                                             ],   9.38%, loss=0.5372, total=33.4144
Train[02/10]: 049/512, [====>                                             ],   9.57%, loss=0.7856, total=34.1999
Train[02/10]: 050/512, [====>                                             ],   9.77%, loss=0.6153, total=34.8152
Train[02/10]: 051/512, [====>                                             ],   9.96%, loss=0.7927, total=35.6079
Train[02/10]: 052/512, [=====>                                            ],  10.16%, loss=0.6891, total=36.2970
Train[02/10]: 053/512, [=====>                                            ],  10.35%, loss=0.7019, total=36.9989
Train[02/10]: 054/512, [=====>                                            ],  10.55%, loss=0.6656, total=37.6645
Train[02/10]: 055/512, [=====>                                            ],  10.74%, loss=0.6947, total=38.3592
Train[02/10]: 056/512, [=====>                                            ],  10.94%, loss=0.7967, total=39.1559
Train[02/10]: 057/512, [=====>                                            ],  11.13%, loss=0.5592, total=39.7151
Train[02/10]: 058/512, [=====>                                            ],  11.33%, loss=0.5823, total=40.2973
Train[02/10]: 059/512, [=====>                                            ],  11.52%, loss=0.5578, total=40.8552
Train[02/10]: 060/512, [=====>                                            ],  11.72%, loss=0.5966, total=41.4518
Train[02/10]: 061/512, [=====>                                            ],  11.91%, loss=0.5700, total=42.0218
Train[02/10]: 062/512, [======>                                           ],  12.11%, loss=0.6471, total=42.6689
Train[02/10]: 063/512, [======>                                           ],  12.30%, loss=0.6417, total=43.3106
Train[02/10]: 064/512, [======>                                           ],  12.50%, loss=0.6603, total=43.9710
Train[02/10]: 065/512, [======>                                           ],  12.70%, loss=0.8066, total=44.7776
Train[02/10]: 066/512, [======>                                           ],  12.89%, loss=0.6988, total=45.4764
Train[02/10]: 067/512, [======>                                           ],  13.09%, loss=0.7076, total=46.1840
Train[02/10]: 068/512, [======>                                           ],  13.28%, loss=0.7240, total=46.9080
Train[02/10]: 069/512, [======>                                           ],  13.48%, loss=0.6745, total=47.5825
Train[02/10]: 070/512, [======>                                           ],  13.67%, loss=0.5884, total=48.1709
Train[02/10]: 071/512, [======>                                           ],  13.87%, loss=0.6086, total=48.7795
Train[02/10]: 072/512, [=======>                                          ],  14.06%, loss=0.5834, total=49.3629
Train[02/10]: 073/512, [=======>                                          ],  14.26%, loss=0.4234, total=49.7863
Train[02/10]: 074/512, [=======>                                          ],  14.45%, loss=0.5970, total=50.3833
Train[02/10]: 075/512, [=======>                                          ],  14.65%, loss=0.6987, total=51.0819
Train[02/10]: 076/512, [=======>                                          ],  14.84%, loss=0.6737, total=51.7557
Train[02/10]: 077/512, [=======>                                          ],  15.04%, loss=0.6536, total=52.4093
Train[02/10]: 078/512, [=======>                                          ],  15.23%, loss=0.5436, total=52.9529
Train[02/10]: 079/512, [=======>                                          ],  15.43%, loss=0.5495, total=53.5025
Train[02/10]: 080/512, [=======>                                          ],  15.62%, loss=0.6331, total=54.1355
Train[02/10]: 081/512, [=======>                                          ],  15.82%, loss=0.6486, total=54.7842
Train[02/10]: 082/512, [========>                                         ],  16.02%, loss=0.6452, total=55.4294
Train[02/10]: 083/512, [========>                                         ],  16.21%, loss=0.5453, total=55.9747
Train[02/10]: 084/512, [========>                                         ],  16.41%, loss=0.6063, total=56.5810
Train[02/10]: 085/512, [========>                                         ],  16.60%, loss=0.6279, total=57.2089
Train[02/10]: 086/512, [========>                                         ],  16.80%, loss=0.6022, total=57.8111
Train[02/10]: 087/512, [========>                                         ],  16.99%, loss=0.5444, total=58.3556
Train[02/10]: 088/512, [========>                                         ],  17.19%, loss=0.6177, total=58.9733
Train[02/10]: 089/512, [========>                                         ],  17.38%, loss=0.5035, total=59.4768
Train[02/10]: 090/512, [========>                                         ],  17.58%, loss=0.6083, total=60.0851
Train[02/10]: 091/512, [========>                                         ],  17.77%, loss=0.5983, total=60.6834
Train[02/10]: 092/512, [========>                                         ],  17.97%, loss=0.5906, total=61.2740
Train[02/10]: 093/512, [=========>                                        ],  18.16%, loss=0.7025, total=61.9765
Train[02/10]: 094/512, [=========>                                        ],  18.36%, loss=0.6700, total=62.6465
Train[02/10]: 095/512, [=========>                                        ],  18.55%, loss=0.5432, total=63.1896
Train[02/10]: 096/512, [=========>                                        ],  18.75%, loss=0.5711, total=63.7607
Train[02/10]: 097/512, [=========>                                        ],  18.95%, loss=0.7975, total=64.5582
