[Arguments] => mode: train, epoches: 20, batch: 8, load: first, save: second
Train[19/20]: 059/512, [=====>                                            ],  11.52%, loss=0.1316, total=8.4704
Train[19/20]: 060/512, [=====>                                            ],  11.72%, loss=0.1450, total=8.6154
Train[19/20]: 061/512, [=====>                                            ],  11.91%, loss=0.1313, total=8.7467
Train[19/20]: 062/512, [======>                                           ],  12.11%, loss=0.1461, total=8.8929
Train[19/20]: 063/512, [======>                                           ],  12.30%, loss=0.1426, total=9.0355
Train[19/20]: 064/512, [======>                                           ],  12.50%, loss=0.1420, total=9.1775
Train[19/20]: 065/512, [======>                                           ],  12.70%, loss=0.1492, total=9.3268
Train[19/20]: 066/512, [======>                                           ],  12.89%, loss=0.1409, total=9.4677
Train[19/20]: 067/512, [======>                                           ],  13.09%, loss=0.1317, total=9.5994
Train[19/20]: 068/512, [======>                                           ],  13.28%, loss=0.1364, total=9.7358
Train[19/20]: 069/512, [======>                                           ],  13.48%, loss=0.1395, total=9.8753
Train[19/20]: 070/512, [======>                                           ],  13.67%, loss=0.1304, total=10.0058
Train[19/20]: 071/512, [======>                                           ],  13.87%, loss=0.1469, total=10.1526
Train[19/20]: 072/512, [=======>                                          ],  14.06%, loss=0.1332, total=10.2859
Train[19/20]: 073/512, [=======>                                          ],  14.26%, loss=0.1143, total=10.4002
Train[19/20]: 074/512, [=======>                                          ],  14.45%, loss=0.1308, total=10.5310
Train[19/20]: 075/512, [=======>                                          ],  14.65%, loss=0.1492, total=10.6802
Train[19/20]: 076/512, [=======>                                          ],  14.84%, loss=0.1298, total=10.8099
Train[19/20]: 077/512, [=======>                                          ],  15.04%, loss=0.1449, total=10.9549
Train[19/20]: 078/512, [=======>                                          ],  15.23%, loss=0.1318, total=11.0867
Train[19/20]: 079/512, [=======>                                          ],  15.43%, loss=0.1279, total=11.2146
Train[19/20]: 080/512, [=======>                                          ],  15.62%, loss=0.1334, total=11.3481
Train[19/20]: 081/512, [=======>                                          ],  15.82%, loss=0.1513, total=11.4994
Train[19/20]: 082/512, [========>                                         ],  16.02%, loss=0.1422, total=11.6416
Train[19/20]: 083/512, [========>                                         ],  16.21%, loss=0.1453, total=11.7869
Train[19/20]: 084/512, [========>                                         ],  16.41%, loss=0.1244, total=11.9113
Train[19/20]: 085/512, [========>                                         ],  16.60%, loss=0.1201, total=12.0314
Train[19/20]: 086/512, [========>                                         ],  16.80%, loss=0.1296, total=12.1610
Train[19/20]: 087/512, [========>                                         ],  16.99%, loss=0.1246, total=12.2856
Train[19/20]: 088/512, [========>                                         ],  17.19%, loss=0.1436, total=12.4293
Train[19/20]: 089/512, [========>                                         ],  17.38%, loss=0.1307, total=12.5600
Train[19/20]: 090/512, [========>                                         ],  17.58%, loss=0.1356, total=12.6956
Train[19/20]: 091/512, [========>                                         ],  17.77%, loss=0.1317, total=12.8273
Train[19/20]: 092/512, [========>                                         ],  17.97%, loss=0.1413, total=12.9686
Train[19/20]: 093/512, [=========>                                        ],  18.16%, loss=0.1443, total=13.1130
Train[19/20]: 094/512, [=========>                                        ],  18.36%, loss=0.1508, total=13.2638
Train[19/20]: 095/512, [=========>                                        ],  18.55%, loss=0.1239, total=13.3877
Train[19/20]: 096/512, [=========>                                        ],  18.75%, loss=0.1394, total=13.5271
Train[19/20]: 097/512, [=========>                                        ],  18.95%, loss=0.1423, total=13.6694
Train[19/20]: 098/512, [=========>                                        ],  19.14%, loss=0.1432, total=13.8126
Train[19/20]: 099/512, [=========>                                        ],  19.34%, loss=0.1338, total=13.9463
Train[19/20]: 100/512, [=========>                                        ],  19.53%, loss=0.1238, total=14.0701
Train[19/20]: 101/512, [=========>                                        ],  19.73%, loss=0.1346, total=14.2048
Train[19/20]: 102/512, [=========>                                        ],  19.92%, loss=0.1371, total=14.3419
Train[19/20]: 103/512, [==========>                                       ],  20.12%, loss=0.1312, total=14.4731
Train[19/20]: 104/512, [==========>                                       ],  20.31%, loss=0.1519, total=14.6250
Train[19/20]: 105/512, [==========>                                       ],  20.51%, loss=0.1493, total=14.7743
Train[19/20]: 106/512, [==========>                                       ],  20.70%, loss=0.1444, total=14.9187
Train[19/20]: 107/512, [==========>                                       ],  20.90%, loss=0.1540, total=15.0727
Train[19/20]: 108/512, [==========>                                       ],  21.09%, loss=0.1459, total=15.2186
Train[19/20]: 109/512, [==========>                                       ],  21.29%, loss=0.1432, total=15.3618
Train[19/20]: 110/512, [==========>                                       ],  21.48%, loss=0.1550, total=15.5169
Train[19/20]: 111/512, [==========>                                       ],  21.68%, loss=0.1369, total=15.6538
Train[19/20]: 112/512, [==========>                                       ],  21.88%, loss=0.1331, total=15.7869
Train[19/20]: 113/512, [===========>                                      ],  22.07%, loss=0.1425, total=15.9294
Train[19/20]: 114/512, [===========>                                      ],  22.27%, loss=0.1530, total=16.0824
Train[19/20]: 115/512, [===========>                                      ],  22.46%, loss=0.1516, total=16.2340
Train[19/20]: 116/512, [===========>                                      ],  22.66%, loss=0.1485, total=16.3825
Train[19/20]: 117/512, [===========>                                      ],  22.85%, loss=0.1263, total=16.5089
Train[19/20]: 118/512, [===========>                                      ],  23.05%, loss=0.1605, total=16.6694
Train[19/20]: 119/512, [===========>                                      ],  23.24%, loss=0.1462, total=16.8156
Train[19/20]: 120/512, [===========>                                      ],  23.44%, loss=0.1402, total=16.9558
Train[19/20]: 121/512, [===========>                                      ],  23.63%, loss=0.1517, total=17.1075
Train[19/20]: 122/512, [===========>                                      ],  23.83%, loss=0.1170, total=17.2245
Train[19/20]: 123/512, [============>                                     ],  24.02%, loss=0.1429, total=17.3674
Train[19/20]: 124/512, [============>                                     ],  24.22%, loss=0.1438, total=17.5112
Train[19/20]: 125/512, [============>                                     ],  24.41%, loss=0.1460, total=17.6572
Train[19/20]: 126/512, [============>                                     ],  24.61%, loss=0.1389, total=17.7961
Train[19/20]: 127/512, [============>                                     ],  24.80%, loss=0.1489, total=17.9450
Train[19/20]: 128/512, [============>                                     ],  25.00%, loss=0.1395, total=18.0845
Train[19/20]: 129/512, [============>                                     ],  25.20%, loss=0.1396, total=18.2241
Train[19/20]: 130/512, [============>                                     ],  25.39%, loss=0.1377, total=18.3618
Train[19/20]: 131/512, [============>                                     ],  25.59%, loss=0.1362, total=18.4980
Train[19/20]: 132/512, [============>                                     ],  25.78%, loss=0.1409, total=18.6389
Train[19/20]: 133/512, [============>                                     ],  25.98%, loss=0.1509, total=18.7898
